Macros,Netlist,HPWL
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70)]","[(0, 22), (1, 24), (2, 40), (3, 12), (4, 14), (5, 7), (6, 27), (8, 9), (10, 17), (11, 30), (13, 31), (15, 25), (16, 28), (18, 36), (19, 39), (20, 38), (21, 37), (23, 41), (26, 33), (29, 35), (32, 34)]",22927.899764524973
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74)]","[(0, 5), (1, 21), (2, 13), (3, 6), (4, 30), (7, 22), (8, 32), (9, 29), (10, 31), (11, 18), (12, 26), (14, 15), (16, 19), (17, 25), (20, 27), (23, 24), (28, 33)]",12536.108024004865
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135), (84, 139), (137, 132), (59, 127), (131, 71), (118, 143), (81, 70), (109, 98), (84, 131), (138, 121), (78, 137), (91, 148), (149, 57), (79, 54), (90, 101), (84, 58), (77, 122)]","[(0, 37), (1, 9), (2, 4), (3, 25), (5, 41), (6, 39), (7, 36), (8, 44), (10, 24), (11, 56), (12, 58), (13, 28), (14, 31), (15, 53), (16, 55), (17, 43), (18, 27), (19, 23), (20, 42), (21, 59), (22, 46), (26, 29), (30, 54), (32, 49), (33, 51), (34, 57), (35, 48), (38, 45), (40, 47), (50, 52)]",51885.52488072738
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98)]","[(0, 1), (2, 6), (3, 28), (4, 10), (5, 29), (7, 25), (8, 22), (9, 20), (11, 17), (12, 21), (13, 24), (14, 27), (15, 16), (18, 23), (19, 26)]",12477.930011453083
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135), (84, 139), (137, 132), (59, 127), (131, 71), (118, 143), (81, 70), (109, 98), (84, 131), (138, 121), (78, 137), (91, 148), (149, 57), (79, 54), (90, 101), (84, 58), (77, 122), (141, 90), (77, 133), (113, 100), (132, 108)]","[(0, 6), (1, 54), (2, 21), (3, 60), (4, 34), (5, 30), (7, 15), (8, 43), (9, 58), (10, 61), (11, 16), (12, 59), (13, 20), (14, 26), (17, 63), (18, 56), (19, 27), (22, 55), (23, 41), (24, 51), (25, 37), (28, 31), (29, 48), (32, 49), (33, 44), (35, 57), (36, 50), (38, 46), (39, 45), (40, 42), (47, 53), (52, 62)]",52544.556244034524
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77)]","[(0, 2), (1, 15), (3, 6), (4, 19), (5, 10), (7, 14), (8, 21), (9, 18), (11, 16), (12, 20), (13, 17)]",5235.340538802523
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135), (84, 139), (137, 132)]","[(0, 33), (1, 10), (2, 8), (3, 42), (4, 23), (5, 36), (6, 27), (7, 37), (9, 12), (11, 31), (13, 14), (15, 18), (16, 32), (17, 44), (19, 45), (20, 24), (21, 22), (25, 28), (26, 41), (29, 30), (34, 35), (38, 39), (40, 43)]",24185.441453696843
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135), (84, 139), (137, 132)]","[(0, 45), (1, 17), (2, 29), (3, 19), (4, 9), (5, 16), (6, 25), (7, 15), (8, 30), (10, 34), (11, 14), (12, 18), (13, 44), (20, 27), (21, 22), (23, 26), (24, 38), (28, 35), (31, 33), (32, 43), (36, 41), (37, 40), (39, 42)]",28450.794656095062
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135), (84, 139), (137, 132), (59, 127), (131, 71), (118, 143), (81, 70), (109, 98), (84, 131), (138, 121), (78, 137), (91, 148), (149, 57), (79, 54), (90, 101), (84, 58), (77, 122), (141, 90), (77, 133), (113, 100), (132, 108)]","[(0, 26), (1, 34), (2, 49), (3, 23), (4, 17), (5, 42), (6, 63), (7, 40), (8, 18), (9, 15), (10, 22), (11, 57), (12, 62), (13, 14), (16, 43), (19, 53), (20, 24), (21, 25), (27, 60), (28, 39), (29, 55), (30, 35), (31, 36), (32, 41), (33, 50), (37, 59), (38, 45), (44, 52), (46, 48), (47, 61), (51, 58), (54, 56)]",50058.79985418841
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135), (84, 139), (137, 132), (59, 127), (131, 71)]","[(0, 30), (1, 33), (2, 4), (3, 10), (5, 27), (6, 20), (7, 42), (8, 43), (9, 40), (11, 25), (12, 13), (14, 36), (15, 39), (16, 19), (17, 21), (18, 31), (22, 28), (23, 37), (24, 47), (26, 44), (29, 46), (32, 45), (34, 35), (38, 41)]",27835.531768031895
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135), (84, 139), (137, 132), (59, 127), (131, 71), (118, 143), (81, 70), (109, 98), (84, 131)]","[(0, 43), (1, 25), (2, 49), (3, 37), (4, 41), (5, 17), (6, 21), (7, 28), (8, 34), (9, 33), (10, 24), (11, 15), (12, 30), (13, 39), (14, 27), (16, 38), (18, 42), (19, 35), (20, 44), (22, 47), (23, 26), (29, 32), (31, 51), (36, 45), (40, 50), (46, 48)]",36561.110481975214
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94)]","[(0, 16), (1, 15), (2, 22), (3, 8), (4, 11), (5, 6), (7, 9), (10, 17), (12, 13), (14, 23), (18, 25), (19, 20), (21, 24)]",8822.309598461195
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98)]","[(0, 1), (2, 17), (3, 8), (4, 14), (5, 6), (7, 12), (9, 24), (10, 21), (11, 18), (13, 23), (15, 27), (16, 28), (19, 20), (22, 26), (25, 29)]",9788.610407364764
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135), (84, 139), (137, 132), (59, 127), (131, 71), (118, 143), (81, 70), (109, 98), (84, 131), (138, 121), (78, 137), (91, 148), (149, 57), (79, 54), (90, 101), (84, 58), (77, 122), (141, 90), (77, 133), (113, 100), (132, 108)]","[(0, 29), (1, 62), (2, 22), (3, 39), (4, 19), (5, 46), (6, 12), (7, 24), (8, 14), (9, 38), (10, 47), (11, 27), (13, 44), (15, 51), (16, 57), (17, 28), (18, 50), (20, 36), (21, 42), (23, 61), (25, 43), (26, 35), (30, 33), (31, 60), (32, 58), (34, 56), (37, 49), (40, 55), (41, 59), (45, 52), (48, 54), (53, 63)]",57411.69672834632
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134)]","[(0, 32), (1, 5), (2, 31), (3, 18), (4, 22), (6, 35), (7, 10), (8, 11), (9, 30), (12, 25), (13, 28), (14, 17), (15, 33), (16, 26), (19, 21), (20, 29), (23, 27), (24, 34)]",15593.407508020948
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135)]","[(0, 30), (1, 39), (2, 35), (3, 20), (4, 37), (5, 11), (6, 7), (8, 25), (9, 31), (10, 18), (12, 14), (13, 27), (15, 23), (16, 22), (17, 21), (19, 40), (24, 36), (26, 32), (28, 33), (29, 34), (38, 42), (41, 43)]",24059.921904366587
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60)]","[(0, 4), (1, 14), (2, 35), (3, 9), (5, 19), (6, 34), (7, 27), (8, 29), (10, 18), (11, 16), (12, 30), (13, 22), (15, 24), (17, 23), (20, 31), (21, 32), (25, 33), (26, 37), (28, 36)]",14805.93611986548
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104)]","[(0, 16), (1, 8), (2, 5), (3, 14), (4, 9), (6, 18), (7, 19), (10, 12), (11, 17), (13, 15)]",5855.997890089748
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70)]","[(0, 3), (1, 17), (2, 16), (4, 31), (5, 28), (6, 26), (7, 30), (8, 35), (9, 18), (10, 21), (11, 33), (12, 13), (14, 32), (15, 27), (19, 36), (20, 29), (22, 25), (23, 34), (24, 40), (37, 41), (38, 39)]",17115.059837693207
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74)]","[(0, 13), (1, 33), (2, 15), (3, 31), (4, 29), (5, 28), (6, 30), (7, 17), (8, 25), (9, 20), (10, 14), (11, 26), (12, 16), (18, 32), (19, 27), (21, 23), (22, 24)]",12336.039328753226
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104)]","[(0, 12), (1, 4), (2, 19), (3, 7), (5, 8), (6, 14), (9, 17), (10, 15), (11, 16), (13, 18)]",4631.965195728282
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143)]","[(0, 9), (1, 12), (2, 25), (3, 21), (4, 14), (5, 7), (6, 18), (8, 26), (10, 11), (13, 22), (15, 24), (16, 19), (17, 23), (20, 27)]",5674.004318506826
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60)]","[(0, 10), (1, 14), (2, 3), (4, 12), (5, 11), (6, 34), (7, 33), (8, 28), (9, 18), (13, 30), (15, 36), (16, 19), (17, 22), (20, 35), (21, 29), (23, 24), (25, 32), (26, 27), (31, 37)]",17295.09197049148
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77)]","[(0, 6), (1, 3), (2, 17), (4, 19), (5, 9), (7, 18), (8, 11), (10, 12), (13, 14), (15, 20), (16, 21)]",4491.655378248204
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135), (84, 139), (137, 132)]","[(0, 1), (2, 40), (3, 22), (4, 5), (6, 11), (7, 36), (8, 13), (9, 16), (10, 15), (12, 33), (14, 31), (17, 19), (18, 26), (20, 42), (21, 27), (23, 41), (24, 35), (25, 37), (28, 43), (29, 44), (30, 34), (32, 38), (39, 45)]",28272.163570231518
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135), (84, 139), (137, 132)]","[(0, 19), (1, 36), (2, 4), (3, 7), (5, 41), (6, 43), (8, 45), (9, 14), (10, 31), (11, 21), (12, 37), (13, 20), (15, 32), (16, 17), (18, 27), (22, 28), (23, 25), (24, 40), (26, 35), (29, 34), (30, 42), (33, 38), (39, 44)]",23700.07861403126
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60)]","[(0, 37), (1, 27), (2, 23), (3, 16), (4, 14), (5, 12), (6, 32), (7, 8), (9, 28), (10, 36), (11, 19), (13, 30), (15, 31), (17, 34), (18, 35), (20, 24), (21, 29), (22, 33), (25, 26)]",19404.243116491172
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104)]","[(0, 2), (1, 4), (3, 9), (5, 6), (7, 16), (8, 10), (11, 13), (12, 17), (14, 19), (15, 18)]",4465.992256716893
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143)]","[(0, 25), (1, 22), (2, 24), (3, 23), (4, 13), (5, 16), (6, 15), (7, 8), (9, 26), (10, 12), (11, 21), (14, 19), (17, 18), (20, 27)]",9026.122354800598
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60)]","[(0, 5), (1, 24), (2, 33), (3, 13), (4, 21), (6, 23), (7, 8), (9, 34), (10, 25), (11, 31), (12, 16), (14, 22), (15, 37), (17, 29), (18, 32), (19, 36), (20, 30), (26, 28), (27, 35)]",15825.826819742033
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135), (84, 139), (137, 132), (59, 127), (131, 71), (118, 143), (81, 70), (109, 98), (84, 131), (138, 121), (78, 137)]","[(0, 50), (1, 17), (2, 9), (3, 44), (4, 5), (6, 43), (7, 49), (8, 35), (10, 15), (11, 48), (12, 19), (13, 53), (14, 18), (16, 33), (20, 32), (21, 40), (22, 28), (23, 25), (24, 27), (26, 45), (29, 30), (31, 39), (34, 52), (36, 47), (37, 46), (38, 51), (41, 42)]",38415.106609691175
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135), (84, 139), (137, 132), (59, 127), (131, 71)]","[(0, 31), (1, 6), (2, 43), (3, 26), (4, 23), (5, 35), (7, 28), (8, 32), (9, 29), (10, 25), (11, 18), (12, 30), (13, 37), (14, 40), (15, 17), (16, 45), (19, 44), (20, 33), (21, 36), (22, 42), (24, 34), (27, 41), (38, 46), (39, 47)]",28149.473445509364
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135), (84, 139), (137, 132), (59, 127), (131, 71), (118, 143), (81, 70), (109, 98), (84, 131), (138, 121), (78, 137)]","[(0, 39), (1, 10), (2, 40), (3, 17), (4, 23), (5, 9), (6, 22), (7, 21), (8, 15), (11, 50), (12, 19), (13, 26), (14, 31), (16, 46), (18, 34), (20, 51), (24, 44), (25, 32), (27, 42), (28, 35), (29, 37), (30, 43), (33, 36), (38, 53), (41, 49), (45, 48), (47, 52)]",33679.35090562662
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135), (84, 139), (137, 132), (59, 127), (131, 71)]","[(0, 17), (1, 20), (2, 32), (3, 6), (4, 22), (5, 7), (8, 16), (9, 40), (10, 18), (11, 19), (12, 28), (13, 27), (14, 31), (15, 23), (21, 41), (24, 39), (25, 30), (26, 38), (29, 47), (33, 36), (34, 46), (35, 37), (42, 43), (44, 45)]",27983.29617399713
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135), (84, 139), (137, 132), (59, 127), (131, 71), (118, 143), (81, 70), (109, 98), (84, 131), (138, 121), (78, 137), (91, 148), (149, 57), (79, 54), (90, 101), (84, 58), (77, 122), (141, 90), (77, 133), (113, 100), (132, 108), (68, 83), (67, 81)]","[(0, 58), (1, 11), (2, 55), (3, 61), (4, 18), (5, 14), (6, 20), (7, 22), (8, 52), (9, 12), (10, 41), (13, 43), (15, 25), (16, 40), (17, 49), (19, 54), (21, 36), (23, 42), (24, 32), (26, 39), (27, 46), (28, 47), (29, 51), (30, 65), (31, 64), (33, 56), (34, 63), (35, 59), (37, 57), (38, 62), (44, 48), (45, 53), (50, 60)]",59773.76488541283
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135), (84, 139), (137, 132), (59, 127), (131, 71), (118, 143), (81, 70), (109, 98), (84, 131), (138, 121), (78, 137), (91, 148), (149, 57), (79, 54), (90, 101)]","[(0, 56), (1, 6), (2, 26), (3, 32), (4, 43), (5, 35), (7, 11), (8, 41), (9, 24), (10, 52), (12, 21), (13, 51), (14, 27), (15, 57), (16, 48), (17, 44), (18, 22), (19, 34), (20, 47), (23, 42), (25, 31), (28, 55), (29, 53), (30, 49), (33, 45), (36, 46), (37, 54), (38, 39), (40, 50)]",44118.022654196095
